,year,Locations State Code,Location State Abbreviation,Location County Code,Location County Name,Commodity Code,Commodity Name,Insurance Plan Code,Insurance Plan Abbreviation,Stage Code,Damage Cause Code,Damage Cause Description,Month of Loss,Month of Loss Abbreviation,Determined Acres,Indemnity Amount,month_year,Average Temperature,Total CDD,Total HDD,Total Precipitation,Avg PDSI
111,2017,6,CA,111,Ventura,19,AVOCADOS,90.0,APH,UH,21,Hail,6.0,JUN,1.6,2215.2,2017-06-01,72.8,180,17,0.26,-0.26
112,2017,6,CA,111,Ventura,19,AVOCADOS,90.0,APH,H,31,Excess Moisture/Precipitation/Rain,12.0,DEC,72.8,168626.0,2017-12-01,47.5,3,400,0.3,-2.63
113,2017,6,CA,111,Ventura,19,AVOCADOS,90.0,APH,UH,31,Excess Moisture/Precipitation/Rain,1.0,JAN,2.7,9478.0,2017-01-01,42.2,0,574,9.92,3.61
114,2017,6,CA,111,Ventura,19,AVOCADOS,90.0,APH,H,41,Frost,2.0,FEB,46.8,133006.8,2017-02-01,47.3,0,420,7.94,4.76
115,2017,6,CA,111,Ventura,19,AVOCADOS,90.0,APH,H,41,Frost,1.0,JAN,5.1,10869.0,2017-01-01,42.2,0,574,9.92,3.61
116,2017,6,CA,111,Ventura,19,AVOCADOS,90.0,APH,UH,42,Freeze,12.0,DEC,12.5,23004.0,2017-12-01,47.5,3,400,0.3,-2.63
117,2017,6,CA,111,Ventura,19,AVOCADOS,90.0,APH,H,42,Freeze,12.0,DEC,29.925,44088.6,2017-12-01,47.5,3,400,0.3,-2.63
118,2017,6,CA,111,Ventura,19,AVOCADOS,90.0,APH,H,43,Cold Winter,1.0,JAN,2.8,5862.0,2017-01-01,42.2,0,574,9.92,3.61
119,2017,6,CA,111,Ventura,19,AVOCADOS,90.0,APH,H,43,Cold Winter,2.0,FEB,5.88,3663.6,2017-02-01,47.3,0,420,7.94,4.76
120,2017,6,CA,111,Ventura,19,AVOCADOS,90.0,APH,H,61,Wind/Excess Wind,1.0,JAN,43.93,30804.6,2017-01-01,42.2,0,574,9.92,3.61
121,2017,6,CA,111,Ventura,19,AVOCADOS,90.0,APH,H,61,Wind/Excess Wind,5.0,MAY,18.36,2362.6,2017-05-01,63.4,47,133,0.43,-0.22
122,2017,6,CA,111,Ventura,19,AVOCADOS,90.0,APH,H,61,Wind/Excess Wind,12.0,DEC,9.3,8656.2,2017-12-01,47.5,3,400,0.3,-2.63
